,text,label,verifikasi
,"gw ga sakit bang, tapi pola tidur ancur",Sedih,Benar
,STEP APAAAAA,Bingung,Benar
,terbukti internet indo sangat cupu,Marah,Benar
,udqh mulaiii,Suka,Benar
,bhs topi lagi:face_with_tears_of_joy::face_with_tears_of_joy:,Lucu,Benar
,kasian sakit punggung,Sedih,Benar
,potkes om om kapan bang?,Bingung,Benar
,smooth ya,Suka,Benar
,we need dewi fortunjing,Marah,Benar
,sendiri lagi wjwjwjw,Lucu,Benar
,dia kena mental,Sedih,Benar
,klo uban di tempat lain itu juga stress kah bang?,Bingung,Benar
,yg nanya windah tonton channel Ferry Irwandi,Suka,Benar
,kesesatan macam apa itu,Marah,Benar
,HAHAHAHAHA BGASI,Lucu,Benar
,kurang minum air,Sedih,Benar
,bg besok gw flight keluar kota doain yak,Suka,Benar
,psk? apa itu?,Bingung,Benar
,gg (gak guna),Marah,Benar
,youtube rewind atau rona rewind? wkwk maap,Lucu,Benar
,tai aja terus muntah nanti makannya,Sedih,Benar
,LALALA BODO AMAT,Suka,Benar
,kabar kaos taraarts gimana bang?,Bingung,Benar
,gak guna,Marah,Benar
,wkwkwkwkwkkw,Lucu,Benar
,lagi makan woii,Sedih,Benar
,"AMONG USSS,!?!?!? M",Bingung,Benar
,nobar discord ajaaaa,Suka,Benar
,Patah first media asu,Marah,Benar
,PEPET GEM KALO BISA 2 KENAPA HARUS 1 WKWKWK,Lucu,Benar
,GK USAH,Sedih,Benar
,INSTAGRAM NYA,Suka,Benar
,Ryzen 9 ?,Bingung,Benar
,kasih paham kang,Marah,Benar
,disudahi wkwkwk,Lucu,Benar
,berharap Yagami yang Dateng malah Yadani,Sedih,Benar
,chris udah upgrade pc,Suka,Benar
,kenapa 3 - 2 bang? apa analisis anda?,Bingung,Benar
,SESAT dah,Marah,Benar
,bgsd masuk-masuk mbahas cutek dong wkkwk,Lucu,Benar
,Ada yang sakit punggung sepertinya :v,Sedih,Benar
,kang dani masih fase sentolop kan belum nanti otak beku,Suka,Benar
,HALO BANG KEMANA AJA,Bingung,Benar
,maksa banget,Marah,Benar
,kwkwkwkkw,Lucu,Benar
,disuruh nonton bola tuh bang. bubar bubar aja bubar.,Sedih,Benar
,mbak gita ARYUHIR ?,Bingung,Benar
,njir pake stinger,Suka,Benar
,SERIUS,Marah,Benar
,asik sendiri dia :grinning_squinting_face:,Lucu,Benar
,mending g usah,Sedih,Benar
,bang cara miroring hp ke laptop tampa elgato gmnaa,Bingung,Benar
,:love_you_gesture::love_you_gesture::love_you_gesture::love_you_gesture::love_you_gesture::love_you_gesture::love_you_gesture::love_you_gesture::love_you_gesture::love_you_gesture::love_you_gesture::love_you_gesture:,Suka,Benar
,RUSAAAAAAAKKK RUSAAAAAKKK,Marah,Benar
,kang2 awkakwkawkaw,Lucu,Benar
,ninggal kaannn,Sedih,Benar
,nggak bisa HEEEWEEEEEE,Suka,Benar
,apa bedanyaaa,Bingung,Benar
,DAH DAH GA GUNA,Marah,Benar
,aiowkaowoakwoakowk,Lucu,Benar
,CUMA TEMAN,Sedih,Benar
,"aktif banget bang, makan gula berapa kilo?",Suka,Benar
,KAN SUDAH JELAS,Marah,Benar
,huh gimana,Bingung,Benar
,wwkkwkwk,Lucu,Benar
,nah kan ga bener...,Sedih,Benar
,spectre yang ungu itu bang,Suka,Benar
,sial gaada notip,Marah,Benar
,Persona 4 kapan lajut bang?,Bingung,Benar
,MANLY :rolling_on_the_floor_laughing:,Lucu,Benar
,meniggal,Sedih,Benar
,BENER BENER BENER GA ADA SUKA SUKAAN,Suka,Benar
,"flirting nih, mbak gita!!!",Marah,Benar
,bang webcam apa yang dipake,Bingung,Benar
,Ngesimp ke bao bao aja ahh disini sentolop :rolling_on_the_floor_laughing:,Lucu,Benar
,KACAW,Sedih,Benar
,eg salah deng,Suka,Benar
,SESAT,Marah,Benar
,yah persona?,Bingung,Benar
,semakin sentoloph:rolling_on_the_floor_laughing:,Lucu,Benar
,yah hampir,Sedih,Benar
,BOT Frag,Suka,Benar
,gk mau livestream summertime saga gtu bang?,Bingung,Benar
,RUUUNNNN,Marah,Benar
,waduhhhh wkwkkwkwkwk,Lucu,Benar
,120ms bang,Sedih,Benar
,Doa ku: 2022 bang gema namatin persona 4,Suka,Benar
,masih delay?,Bingung,Benar
,"KA GITAAAA, PANTAU STEAM NYA BUAYA SATU INI YAAAAAAA",Marah,Benar
,tai lagi dong wkwkwkwkk,Lucu,Benar
,tumbal,Sedih,Benar
,coba matiin biar keliatan bedanya bang,Suka,Benar
,too cute??,Bingung,Benar
,gak masuk akal nih,Marah,Benar
,kwkwwkkwwkwk,Lucu,Benar
,Jangan nanti copyrighted,Sedih,Benar
,mantap,Suka,Benar
,apa itu tidur,Bingung,Benar
,jontor yg ada,Marah,Benar
,Duh anjir wwkkwkw,Lucu,Benar
,saya sudah rusak,Sedih,Benar
,AVTUR MEQ,Suka,Benar
,dw9 apa?,Bingung,Benar
,malah ga ada bang :smiling_face_with_tear:,Marah,Benar
,"game jaman dulu ribet yee, bisa skip char loh kwkwkw",Lucu,Benar
,masih nabung bng :crying_face:,Sedih,Benar
,kan memang 202 2 bee,Suka,Benar
,bang tanggapan the flash yang katanya soft reeboot?,Bingung,Benar
,cowok kalau ga disenggol duluan ga bakal senggol balik mungkin,Marah,Benar
,leher yg mana wkwkwkk,Lucu,Benar
,Otak udah RTO,Sedih,Benar
,Lessgoooo,Suka,Benar
,bao bao channel nya apa ?,Bingung,Benar
,CAPEK PAK,Marah,Benar
,diludahin wkwkwkwkwk,Lucu,Benar
,karna anda youtuber sudah tua,Sedih,Benar
,BOTAKIN BANG,Suka,Benar
,apa kabar kursi?,Bingung,Benar
,Gila itu Botak Tanggung GG,Marah,Benar
,KAWKAKWKAWAW,Lucu,Benar
,ty bang bye,Sedih,Benar
,coba mepet tembok sebelum q bang gem;(,Suka,Benar
,"wah,live apanih ",Bingung,Benar
,NGIDDE,Marah,Benar
,koawokawkoaw,Lucu,Benar
,byee,Sedih,Benar
,gua ganteng amin,Suka,Benar
,ingfo sir streaming aff dimana,Bingung,Benar
,THATS ILLEGAL,Marah,Benar
,WKWKWKWKWKWK,Lucu,Benar
,"bang spiderman yang ps4 gada di platform pc apa :"")",Sedih,Benar
,mbak gita lakinya genit nih,Suka,Benar
,"KALO KAMERA PAKE FILTER GAK BANG DI OBSNYA?, baca dong pls",Bingung,Benar
,DUO SETAN LAGI DUET,Marah,Benar
,hey lg makan hey :face_with_tears_of_joy:,Lucu,Benar
,dah lah RTO jam 11,Sedih,Benar
,aaaaaaaa,Suka,Benar
,"bang, tainya bau nggk?",Bingung,Benar
,gip mi,Marah,Benar
,gile jamsut ewkwkk,Lucu,Benar
,:(((((((,Sedih,Benar
,Yok #TaraArtsSehat,Suka,Benar
,rewind Indonesia gimana bang???,Bingung,Benar
,gile di setting,Marah,Benar
,ga dijawab wkwk,Lucu,Benar
,yaelahh santai lah bang kalo sibuk mah,Sedih,Benar
,hayo imam,Suka,Benar
,KOK GANTI BINI,Bingung,Benar
,cit cit,Marah,Benar
,wkwk Tara Junior,Lucu,Benar
,"Gausah UASlah, nonton bang gema pasti sentolop",Sedih,Benar
,SANGAT BERMANFAAT,Suka,Benar
,bang kapan nikah,Bingung,Benar
,bangke,Marah,Benar
,njirr minjem 12 jeti wkwkwkwk,Lucu,Benar
,bang gema bahas RE WTRC sama bang yuda jangan lupa bully lion,Sedih,Benar
,KONTEN YA KAN,Suka,Benar
,bang dynasty warriors 9 empires gimana menurut lu bang?,Bingung,Benar
,di sogok,Marah,Benar
,awokkookwaokowka,Lucu,Benar
,hokinya udh kepake kemarin di grand turismo,Sedih,Benar
,bang kok lu gondrong,Suka,Benar
,haaa gmna step apaaaa,Bingung,Benar
,2 episode doang anjir munculnya,Marah,Benar
,pengalaman sekali y anda:rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:,Lucu,Benar
,sama bang circle gua jg dikit banget,Sedih,Benar
,terima kasih tikus,Suka,Benar
,Gema or Gay,Bingung,Benar
,GIMANA JING?,Marah,Benar
,Jangan lupa bahagiain diri sendiri jugam nanti keterusan jadi badut,Sedih,Benar
,bang gem emang kudu dipantau sama mbak gita:face_with_tears_of_joy::face_with_tears_of_joy:,Lucu,Benar
,Dateng duke,Suka,Benar
,mungkin di zebra crossnya ada cewek ?,Bingung,Benar
,kak gita bang gema nakal,Marah,Benar
,potong gajii,Sedih,Benar
,Mungkin cloud punya kelainan bang wkwkwkw,Lucu,Benar
,CERIIAAAAAAAA,Suka,Benar
,punya baobao apa namanya gaes?,Bingung,Benar
,ngie nih,Marah,Benar
,makin berkembang ya Adia:face_with_tears_of_joy:,Lucu,Benar
,hha itu cowonya di ajak ngobrol lah bang kasian di kacangin :face_with_tears_of_joy:,Sedih,Benar
,BANG KAPAN CARI DOI?????,Suka,Benar
,Tapi gak nolak kan,Bingung,Benar
,NANTI KELIATAN,Marah,Benar
,KWKWKWKWKWKKWKWKWKW,Lucu,Benar
,yah udahan,Sedih,Benar
,the fuk,Suka,Benar
,@ChrisAxei ada putingnya afi mau?,Bingung,Benar
,JANGANNNN NOOOO,Marah,Benar
,awkoaskslamskw Gema OG,Lucu,Benar
,jangan benturkan sana dan sini,Sedih,Benar
,LUAR BIASA,Suka,Benar
,gimana neh Tara arts esprot,Bingung,Benar
,yang cowok woi,Marah,Benar
,"kan harga diri bang, ada harga brarti bisa dibayar :grinning_cat:",Lucu,Benar
,gw adanya unggaas bang,Sedih,Benar
,firewall,Suka,Benar
,KOLOR KONOHA APAAN,Bingung,Benar
,GAGITU AJK,Marah,Benar
,gmn kalo bang gema main game horror biar saya bahagia wkwkwkw * canda bang,Lucu,Benar
,ngilang yakan,Sedih,Benar
,Les Go,Suka,Benar
,itu goblok,Marah,Benar
,the book of boba fett ep1 gimana bang?,Bingung,Benar
,yamete~ wkwk,Lucu,Benar
,hooaxx,Sedih,Benar
,ph itu philipine,Suka,Benar
,malem malem malah bikin pikiran aja pantes disini ubanan semua,Marah,Benar
,BANG KOK GAK BOTAK TANGGUNG LAGI SIH,Bingung,Benar
,"bau"" bicara empat mata entar nih :rolling_on_the_floor_laughing:",Lucu,Benar
,"kalau metavers nanti kayak SAO, nanti ada org mati konyol karna RTO",Sedih,Benar
,Mix accent 100%,Suka,Benar
,"sial kemaren gw liat di netflix, sekarang gw netflix gw dah abis",Marah,Benar
,knp gak tunggu tahun depan turun harga vga,Bingung,Benar
,ahahahahahahahaa,Lucu,Benar
,mengsad,Sedih,Benar
,"bang alhamdulilah kaka saya hamil, saya akan jadi bapak sebentar lagi",Suka,Benar
,Gak Gitu Bodolah,Marah,Benar
,bang gimane kabar,Bingung,Benar
,WKWKWKWK MUKANYA KRESEK2,Lucu,Benar
,byeee,Sedih,Benar
,dunia kerja lebih keras daripada dunia kuliah cuy. Tetap semangat!!!,Suka,Benar
,Bapak mau saya pukul :),Marah,Benar
,apa nih ayam kampus,Bingung,Benar
,ada ACT OUT NYA HAHA,Lucu,Benar
,jadi drax,Sedih,Benar
,nikah bang,Suka,Benar
,otak:buffering::buffering:,Marah,Benar
,KOQ?,Bingung,Benar
,need notulensi wkwk,Lucu,Benar
,jangan negatip mulu positif thingking lah sekali sekali,Sedih,Benar
,joget tiktok meq,Suka,Benar
,gila naik 1kilo,Marah,Benar
,SAWERIA MANA NIH,Bingung,Benar
,jadi ngegas,Lucu,Benar
,klo di indo ready RTO one,Sedih,Benar
,udah mulao bang,Suka,Benar
,ITU DISEBUT BANGKEEE,Marah,Benar
,bang dani kok ga live stream twitch?,Bingung,Benar
,wkkwk otong icis di sembelih,Lucu,Benar
,"Persetan circle, nyawa gua lebih mahal",Sedih,Benar
,OOOH MALAAA,Suka,Benar
,GMNN???,Bingung,Benar
,RTO gegara obama,Marah,Benar
,KAOWKAOWKWOWOAOWKWOWKW,Lucu,Benar
,bang bagi lemak lu napa bang,Sedih,Benar
,"bang itu bukan youtube rewind, tapi rewind doang youtubeny gaad",Suka,Benar
,gimana????,Bingung,Benar
,@MANW gak bosan spam bos?? gak dibaca lohh,Marah,Benar
,awokoawk,Lucu,Benar
,"bang, tutorial gemukin badan dong. udah makan banyak, nyemil juga banyak, BB masih antara 68 ga naik naik sampai sekarang",Sedih,Benar
,full qba,Suka,Benar
,apakah kencing speedrun?,Bingung,Benar
,definisi hemat uang trus ntet,Marah,Benar
,hahahahahahaha,Lucu,Benar
,kenapa jaksel lagi sih,Sedih,Benar
,suara pak joko- Obama bang,Suka,Benar
,hah step apa?,Bingung,Benar
,noooooooo,Marah,Benar
,xixixixixixxiix,Lucu,Benar
,Bidji meq,Suka,Benar
,masih leg 1 loh,Sedih,Benar
,jadi chocobo itu beranak atau bertelur bang,Bingung,Benar
,gila itu perut kayak kuali,Marah,Benar
,dimanfaatin wkwkwk,Lucu,Benar
,malah nagih utang,Sedih,Benar
,tara upload,Suka,Benar
,streamernya darimana aja guys?,Bingung,Benar
,CEWE TRUS GEMA,Marah,Benar
,AOWKWKWKWK,Lucu,Benar
,gak usah plan plan :face_with_tears_of_joy:,Sedih,Benar
,tetap sebar kode suci kawanku,Suka,Benar
,RE WELCOME TO RACOON CITY Gimana Menurut lo bang,Bingung,Benar
,ncuk bgst,Marah,Benar
,godam njir wkwkwkkw,Lucu,Benar
,muka suram,Sedih,Benar
,rafatar nongkrong sambil ngopi,Suka,Benar
,kok Vutink,Bingung,Benar
,dihhh prevet,Marah,Benar
,biar gita nya gak keberatan nahan abang xixixixixi canda bang gem,Lucu,Benar
,NT dah,Sedih,Benar
,nobar kah bng,Suka,Benar
,eh koq tahu,Bingung,Benar
,berencana heyy,Marah,Benar
,di emut wkwkwk,Lucu,Benar
,mo nanyain nikah blom ad jodoh,Sedih,Benar
,"OMICRON : ""WHAT'UP BABY""",Suka,Benar
,horror games ?,Bingung,Benar
,sebut nama ku bang,Marah,Benar
,njirr wkwkwkw,Lucu,Benar
,KASIAN,Sedih,Benar
,bapk jarinya pasti poligami soalnya ibu jarinya 2,Suka,Benar
,WHATTT,Bingung,Benar
,bang dani biasa aja kameranya,Marah,Benar
,GG . gak guna wkwk,Lucu,Benar
,gapunya circle :confused_face:,Sedih,Benar
,Betul,Suka,Benar
,E : flash,Bingung,Benar
,jangan liat yang suram suram,Marah,Benar
,awoakwokw,Lucu,Benar
,Sad.,Sedih,Benar
,another kesel day,Suka,Benar
,"BANG TANGGAPAN TENTANG FILM RE BARUU , LEON NYA GMANA BANG MENURUT LOE",Bingung,Benar
,NAAAH,Marah,Benar
,Kokkkk??????:rolling_on_the_floor_laughing:,Lucu,Benar
,KESELEK GELAS MEK,Sedih,Benar
,Kan sudah beku,Suka,Benar
,bahasa kentut ya ?,Bingung,Benar
,so noob,Marah,Benar
,TERIAKAN SEORANG LELAKI,Lucu,Benar
,wadooooo,Sedih,Benar
,dia udh siap,Suka,Benar
,"teknologi makin canggih, kok jodohku belum datang",Bingung,Benar
,LANGSUNG 3ANYING,Marah,Benar
,wkwkwkwk,Lucu,Benar
,jd cmn pelampiasan sedih sih,Sedih,Benar
,martabak manis malem-maem enak nih bang,Suka,Benar
,ada apa nichhh,Bingung,Benar
,depan bacot mek,Marah,Benar
,Dia ngecit sih wkwkwk,Lucu,Benar
,ping turu,Sedih,Benar
,2LEG BANG,Suka,Benar
,bang gimana gimana,Bingung,Benar
,gila sih itu,Marah,Benar
,:man_lifting_weights::woman_lifting_weights::person_lifting_weights:,Lucu,Benar
,KENA MENTAL,Sedih,Benar
,tapi ngga bisa semudah itu si bang,Suka,Benar
,lah koq,Bingung,Benar
,NAH LHO,Marah,Benar
,WKOWKOWKWO,Lucu,Benar
,ku kira teman ternyata ps5,Sedih,Benar
,Bjirr,Suka,Benar
,APA SICHHH YG DIBAHAS AKU G TAU,Bingung,Benar
,ngotak bro... laptop 6 juta belom bisa autoCAD.... autoCAD berat,Marah,Benar
,ohhh wkwk,Lucu,Benar
,ASTAGA IBUNYA MBAK GITA NONTON,Sedih,Benar
,afi,Suka,Benar
,Bang kok gw ganteng ya 2022,Bingung,Benar
,paling bener jet emg lu bang,Marah,Benar
,AHAHAHAHAHAHAHA,Lucu,Benar
,salah kayaknya nonton livestream sambil nugas,Sedih,Benar
,obama bangg,Suka,Benar
,KOK APAL,Bingung,Benar
,ajaran siapa itu bensin campur avtur njing,Marah,Benar
,IKLAN GAEESS WKWKWKWKWKW,Lucu,Benar
,DIA KZL MEK,Sedih,Benar
,status whatapp,Suka,Benar
,"bang, gimana pesta bujangannya?",Bingung,Benar
,Bang jangan di private yak mao liat replay live nya,Marah,Benar
,playstylenya lebih cocok di apex sih wkwk,Lucu,Benar
,keselek gelas,Sedih,Benar
,wah apa nih,Suka,Benar
,eh :man_dancing:,Bingung,Benar
,gilak blm selesai,Marah,Benar
,gk usah dibahas lahhh,Sedih,Benar
,ak beruban juga tpi dlm bentuk semir rambut wkwk,Lucu,Benar
,please someone call gita now,Suka,Benar
,Bentar... Ngocok ?,Bingung,Benar
,emang ngeselin,Marah,Benar
,gua kira isep tt,Sedih,Benar
,Popok bekas mek wkwk,Lucu,Benar
,"iya ganteng, parah gada obat",Suka,Benar
,Flexing terselubung,Marah,Benar
,tifa juga OPEN ga bang??,Bingung,Benar
,kawin ama zebra cross lecet tuh otong,Sedih,Benar
,gabener shiro wkwkwkw,Lucu,Benar
,tara arts sehat,Suka,Benar
,Itu Ngide vang,Marah,Benar
,GTA TAG blast ?,Bingung,Benar
,kowkwokwowkw,Lucu,Benar
,Hiatus yekann,Sedih,Benar
,"cloud moho yaa gak salah sih,pasti nafsu sama sephirot",Suka,Benar
,restream bang nggak enak ada delaynya @GemaShowIndo,Marah,Benar
,kok pentill,Bingung,Benar
,malah main flying Fox,Lucu,Benar
,njirr baru mulai,Sedih,Benar
,CHRISSSS POTONG GAJIIII,Suka,Benar
,Ga gitu natashaaaa,Marah,Benar
,apa ni,Bingung,Benar
,kannn kena mental langsung bang gem,Sedih,Benar
,pasti lari duluan wkwk,Lucu,Benar
,MBAK GITAAA,Suka,Benar
,"Gila kaskus, tua",Marah,Benar
,jembud ubanan gmn bang,Bingung,Benar
,semakin anda dewasa semakin dikit temen itu hal yang gua baru mengerti sekarang wokwok,Sedih,Benar
,SE7,Suka,Benar
,owalah wkwkwkwk,Lucu,Benar
,bang kemarin beneran lepas lajang ya?,Bingung,Benar
,heh sesat,Marah,Benar
,ohh no,Sedih,Benar
,anjay wkwk,Lucu,Benar
,pulici ninu ninu,Suka,Benar
,bang kapan wo3,Bingung,Benar
,BADZINGAAN,Marah,Benar
,meninggalll,Sedih,Benar
,Anying wkwkwkwk bisa gitu ye :rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:,Lucu,Benar
,ngilang alip 2.0,Suka,Benar
,KOQ SEVEN SINS,Bingung,Benar
,NGGAK GITU HEYY,Marah,Benar
,puting :rolling_on_the_floor_laughing:,Lucu,Benar
,jangan benturkan sana dan sini ya teman-teman,Sedih,Benar
,ada ibu ibu gaess,Suka,Benar
,tunggu....knp harus disamain sama biji,Bingung,Benar
,KOK GITU SIH JINK,Marah,Benar
,Rafathar bang:rolling_on_the_floor_laughing:,Lucu,Benar
,jaman dulu gw naikin aerith terua eh malah entet,Sedih,Benar
,wah ga bener,Suka,Benar
,koq...,Bingung,Benar
,otak beku,Marah,Benar
,true beban wkwkwkkwkw,Lucu,Benar
,"oot, saya ko kangen aksi akang Ygm. sekian",Sedih,Benar
,jaksel,Suka,Benar
,kok homo??? ga salah sih....,Bingung,Benar
,BANGSAT EMG,Marah,Benar
,dia nyebut merek dong wkwkwk,Lucu,Benar
,gila langsung depresi,Sedih,Benar
,"dari ""aww"" jadi ""ahnn~""",Suka,Benar
,wat ??,Bingung,Benar
,bahasa kentut,Marah,Benar
,LAGI MAKAN HEY ASTAGA WKWWKWK,Lucu,Benar
,"GARA GARA REVIEW AETHERSX2 DR BANG GEMA & BANG TARA, TIAP HARI JADI MAEN FF-X & FF-XII",Sedih,Benar
,"Yak podcast om""",Suka,Benar
,MAENNYA NGANCEM TAIK,Marah,Benar
,kok,Bingung,Benar
,aowkoakwowo,Lucu,Benar
,dulu gw bikin laporan project pkl sampe ga tidur 2 hari,Sedih,Benar
,bang dani live d yutube dong,Suka,Benar
,gila minta 150k parah mo maling,Marah,Benar
,KONTEN GA SIH,Bingung,Benar
,waokwakoawok,Lucu,Benar
,refresh,Sedih,Benar
,BELI SKIN LAH BANG,Suka,Benar
,kenal pot dingin,Marah,Benar
,heeeeeeeeeeeeeee,Bingung,Benar
,wkwkwkwkwk dari tadi gitu mulu,Lucu,Benar
,Gausah di bayangin sih,Sedih,Benar
,bang gopud bang,Suka,Benar
,gila :grinning_face:,Marah,Benar
,kok jomblo,Bingung,Benar
,wkeokawokawowkaoawkoawkwoa,Lucu,Benar
,ga usah,Sedih,Benar
,sambil tiduran mungkin,Suka,Benar
,aim busuk,Marah,Benar
,EMG ADA DW9?,Bingung,Benar
,aliran tai :grinning_squinting_face:,Lucu,Benar
,nikmati aja prosesnya,Sedih,Benar
,mahal kita,Suka,Benar
,"awas bang, omongan bang gema bisa jadi tren nanti",Marah,Benar
,gimanaaaaa,Bingung,Benar
,"kemaren gimana bang gem , di spam sama orang2 suruhan bang tara , wkwkwkwk",Lucu,Benar
,jadi towewew,Suka,Benar
,erteo,Sedih,Benar
,kalo muka gaada contohnya apa?,Bingung,Benar
,Kl kayak gitu bang berantem aj,Marah,Benar
,ah awokawokaw,Lucu,Benar
,gg geming,Suka,Benar
,Anak sd sekarang masih tau Cute bang,Sedih,Benar
,IMPOSTOR,Marah,Benar
,si maggiekarp ga live kah?,Bingung,Benar
,CUPUK :rolling_on_the_floor_laughing:,Lucu,Benar
,"wah, sebuah tips",Suka,Benar
,bang saya sering ninggalin kawan karna udah beda genre hidup,Sedih,Benar
,nobar streaming lah bang?,Bingung,Benar
,ga benerr,Marah,Benar
,gak guna :face_with_tears_of_joy::face_with_tears_of_joy:,Lucu,Benar
,LED,Suka,Benar
,w semester 1 aja udah pernah gk tidur perkara artikel,Sedih,Benar
,apa nich apa nich,Bingung,Benar
,Modus terus,Marah,Benar
,dmg nya 15k,Suka,Benar
,tumbal untuk kedua kalinya KWKWK,Lucu,Benar
,bvang telat gak bvang,Sedih,Benar
,Ini pake ultra low latency ya bang? Saweria cuma delai 3 detik,Bingung,Benar
,"jangan malu"" in ya komennya",Marah,Benar
,bantu doa biar cepet jatoh wkwkwk,Lucu,Benar
,lagi,Sedih,Benar
,GILA AGENT MEQ,Suka,Benar
,Koq Deja Vu,Bingung,Benar
,SAYA SEBAGAI PENDUDUK KUNGKINGKANG COMMUNITY TIDACK TERYMA,Marah,Benar
,haahahaahaahah,Lucu,Benar
,mental breakdance,Sedih,Benar
,bocil drama banh,Suka,Benar
,@raffinugraha kok akuh,Bingung,Benar
,wduh ngide2,Marah,Benar
,wkwkkwkk,Lucu,Benar
,Ada pak,Suka,Benar
,belum mulai bang,Sedih,Benar
,bang ga subathon kyk kang dani 4 hari?,Bingung,Benar
,loading mek,Marah,Benar
,ga bener wkwlwkwk,Lucu,Benar
,Hokinya udh kepake di grand turismo sih...,Suka,Benar
,makin TUA ya....,Sedih,Benar
,bentar... koq tau???,Bingung,Benar
,bubar,Marah,Benar
,lah wkwkwkwk,Lucu,Benar
,spam emot,Suka,Benar
,sorry yah gua baru mau ngajuin judul skripsi,Sedih,Benar
,bujet apanih,Bingung,Benar
,asal jangan nikah sama dibawah umur,Marah,Benar
,hahahahahaha,Lucu,Benar
,2 - 0 kata saya,Suka,Benar
,hahahahahah huhuhuhuh..... F bang,Sedih,Benar
,OBS? FIRST MED?,Bingung,Benar
,JANGAN BANG JANGAN NFT,Marah,Benar
,BGSSSTTTT,Lucu,Benar
,Bjir manggil yang cewe aja wkwkw,Suka,Benar
,agak sedih,Sedih,Benar
,mana gambar nya,Bingung,Benar
,SIAPA YG BRANI DSILIKE HEY NGAKU KLEAN,Marah,Benar
,bener bene malah di flash :rolling_on_the_floor_laughing:,Lucu,Benar
,"BANG TARA : SEDANGKAN SI GEMA LAPTOP DIKASIH, KURSI DIKASIH, PROJEKTOR DIKASIH, MONITOR DIKASIH",Suka,Benar
,meninggalll,Sedih,Benar
,oh ya dah nonton film resident evil bang?,Bingung,Benar
,JANGAN HEY,Marah,Benar
,wkwkwkwk rush dong barbar kali,Lucu,Benar
,sate psk,Suka,Benar
,RTOOO,Sedih,Benar
,KOK NGERIII,Bingung,Benar
,Ohhh itu benalu,Marah,Benar
,ROTO MEQ WKWKWK,Lucu,Benar
,ada duke,Suka,Benar
,bruh,Sedih,Benar
,bang kalo berlangganan PH masih ada dickon akhir tahun gak,Bingung,Benar
,CUPUQ,Marah,Benar
,MAU DI SAJTETBWOAKAWKAKWKWO,Lucu,Benar
,shield jual bang,Suka,Benar
,bukan begitu bang emang udah umur tinggi rata rata subs lu bang,Sedih,Benar
,apa onlyfans,Bingung,Benar
,astaga,Marah,Benar
,Butuh wkwk,Lucu,Benar
,podcast om-om perv,Suka,Benar
,BANG GEM TAHUN INI INDONESIA KEMUNGKINAN GA Bakalan JUARA AFF KEMUNGKINANNYA JUARA NYA TAUN DEPAN,Sedih,Benar
,video harvest moon kok nggak ada?,Bingung,Benar
,MIKE TYSON DARI MANANYA,Marah,Benar
,asik sendiri :grinning_squinting_face:,Lucu,Benar
,senyumnya :face_with_tears_of_joy::face_with_tears_of_joy:,Suka,Benar
,dynasty warriors di 665 lancar kecuali pas musuhnya banyak ada drop fps,Sedih,Benar
,bang menurutmu kalau masuk kuliah lewat jalur belakang itu berkah apa enggak bang?,Bingung,Benar
,wah baracuda jelek nih,Marah,Benar
,goks 2 kill,Lucu,Benar
,indonesia vs tahiland bang,Suka,Benar
,hmm apakah FM berulah lagi?,Bingung,Benar
,Hiatus yakan,Sedih,Benar
,di sogok gk tuh,Marah,Benar
,herman ama abang gema 1 ini wkkwkw,Lucu,Benar
,UNTUNG BUKAN TEH KOBOK,Suka,Benar
,BANG PODCAST OM2 KAPAN BANG???,Bingung,Benar
,Malam Bang Gema. Setting apa nih? Maaf telat.,Sedih,Benar
,Bang jangan lupa banyak latihan biar nanti ga kram. Hanya mengingatkan :folded_hands:,Marah,Benar
,wkkkkkkwk,Lucu,Benar
,Clip,Suka,Benar
,bang wo 3 kapan lanjut,Bingung,Benar
,keram nich,Sedih,Benar
,ITU ODGJ,Marah,Benar
,kutu mek SOKAOWKAOWK,Lucu,Benar
,rcti,Suka,Benar
,gimanaaaaaa,Bingung,Benar
,Versi Androidnya udh lawas banget tuh,Sedih,Benar
,MALAH DIAJARIN,Marah,Benar
,BANGGG TOLONG RUQYAH ADIKNYA,Lucu,Benar
,kok banyak tengkulak kode,Suka,Benar
,Rafatar gimana bang,Bingung,Benar
,dicabut jangan jangan,Sedih,Benar
,SERAHHHHH HEYY,Marah,Benar
,"wkwkwk kalau gua sih langsung bawa ke pak ustad , terus diruqyah aja",Lucu,Benar
